mean_fit_time,mean_test_score,mean_train_score,params
91.57703431447347,0.8732400029850006,0.9512001431514537,"{'weight_constraint': 1, 'dropout_rate': 0.1}"
90.2210267384847,0.8752000000858307,0.9525201384418125,"{'weight_constraint': 2, 'dropout_rate': 0.1}"
90.15492804845174,0.8665200023388863,0.937179709770826,"{'weight_constraint': 3, 'dropout_rate': 0.1}"
90.7936023871104,0.8772000008463859,0.9508201867893561,"{'weight_constraint': 4, 'dropout_rate': 0.1}"
89.88282068570454,0.8611200037407875,0.9302799021407621,"{'weight_constraint': 1, 'dropout_rate': 0.2}"
90.41268157958984,0.8710400008845329,0.9500400300278443,"{'weight_constraint': 2, 'dropout_rate': 0.2}"
90.91777102152507,0.8761200023388862,0.9399798344515303,"{'weight_constraint': 3, 'dropout_rate': 0.2}"
91.42194533348083,0.8528399993658066,0.9206592185752887,"{'weight_constraint': 4, 'dropout_rate': 0.2}"
91.88588460286458,0.870479999961853,0.939620244329964,"{'weight_constraint': 1, 'dropout_rate': 0.3}"
163.80672868092856,0.8655199999499321,0.9252003257630586,"{'weight_constraint': 2, 'dropout_rate': 0.3}"
164.12151169776917,0.8433200004315377,0.8997206295194303,"{'weight_constraint': 3, 'dropout_rate': 0.3}"
94.18175570170085,0.8675200019812583,0.9322197817017278,"{'weight_constraint': 4, 'dropout_rate': 0.3}"
92.33965269724528,0.8680800005888939,0.9373198595508114,"{'weight_constraint': 1, 'dropout_rate': 0.4}"
92.3471433321635,0.8651600017046929,0.9269798246610236,"{'weight_constraint': 2, 'dropout_rate': 0.4}"
93.15410168965657,0.8723200007224083,0.931720118211317,"{'weight_constraint': 3, 'dropout_rate': 0.4}"
92.91101042429607,0.8635200024318695,0.9193401461487724,"{'weight_constraint': 4, 'dropout_rate': 0.4}"
